species,accession,sequence_length,sequence_sha256
P. palmivora,AB688416.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,AB688549.1,710,7b5b09caf0d27df883508990ffd71be3b6a0d708f103d410fd6054c31f785a30
P. palmivora,AB688550.1,709,d01a770ec0d80ecbcf936c077c73b95ef499ed6c8cdc70685c2c9423f732fee3
P. palmivora,AB688551.1,710,600bf0c982fa5b10ab13da95a661dbd90a377e79b5b9b381d740f3cf6ead098d
P. palmivora,AB688552.1,710,600bf0c982fa5b10ab13da95a661dbd90a377e79b5b9b381d740f3cf6ead098d
P. palmivora,AB688553.1,707,4496fc2b6afdf2342bd90f3a0099820ddd0d57d777e9899e33584efe528a5ff2
P. palmivora,AB688554.1,709,94e6c5e6453e4e3bb03651b231f36c856493c9cda2a17549f632afea10b20239
P. palmivora,AB688555.1,710,600bf0c982fa5b10ab13da95a661dbd90a377e79b5b9b381d740f3cf6ead098d
P. palmivora,AB688556.1,710,0e08903832babe93fb60d734f7f2471a4bc3ecfdca83e8aa2e487b95b4dbc050
P. palmivora,AB688557.1,710,600bf0c982fa5b10ab13da95a661dbd90a377e79b5b9b381d740f3cf6ead098d
P. palmivora,AB688558.1,710,0e08903832babe93fb60d734f7f2471a4bc3ecfdca83e8aa2e487b95b4dbc050
P. palmivora,AB688559.1,710,0e08903832babe93fb60d734f7f2471a4bc3ecfdca83e8aa2e487b95b4dbc050
P. palmivora,AB688560.1,710,6c5a9b807a957d6e98488dd63b53208f18e056ff9c785e8c007609b77b806aff
P. palmivora,AB688561.1,710,600bf0c982fa5b10ab13da95a661dbd90a377e79b5b9b381d740f3cf6ead098d
P. palmivora,AB688562.1,710,600bf0c982fa5b10ab13da95a661dbd90a377e79b5b9b381d740f3cf6ead098d
P. palmivora,AB688563.1,710,0e08903832babe93fb60d734f7f2471a4bc3ecfdca83e8aa2e487b95b4dbc050
P. palmivora,AB688580.1,710,600bf0c982fa5b10ab13da95a661dbd90a377e79b5b9b381d740f3cf6ead098d
P. palmivora,AB688581.1,710,7b5b09caf0d27df883508990ffd71be3b6a0d708f103d410fd6054c31f785a30
P. palmivora,AB769175.1,787,85fc7c319573ccf5500f10653fc181cd1154513b1df1e233f9f804366e2a2b21
P. palmivora,AF228087.1,837,0b143e4ac372ab34dd58eaaf779404f3372379d529715ed51f1fcb9523ed6498
P. palmivora,AF228088.1,837,03224debc2266aec95f41668e8f81eabbbc4a0f854f1b92c4243f4f95b7f7098
P. palmivora,AF242782.1,213,8c2f99c2abdb0cd5e42c7e62d4713e58add87797b9336e3ce11c1c2c47534208
P. palmivora,AF266780.1,787,78c29398223f04ac81e91e3c83fd79ee0aa3a254c7272b2e8c2c6f7fb478382f
P. palmivora,AF467088.1,852,7a4d1161398979fef94944141964f7abab05420bdf57a1b80016fef2efa8ddcb
P. palmivora,AF467089.1,836,4a5f5afa589c536a12cd55892c2d71e329bc9544dd552a7f305cfd007fc163f3
P. palmivora,AF467090.1,838,412bb86b6e6e32fc979619a7df26f6941b18acc920c0b37c296fb1f4d4d64e9c
P. palmivora,AF467091.1,850,a1a0b6b8236f2ebef4419969851ef1165cc24d87d6d29386995a3955ccde3984
P. palmivora,AF467092.1,841,fd361dca4bf887146e085ee928e460317f104ee9200f04231c50d6620994685e
P. palmivora,AF467093.1,836,84292004b1d1be539af310e0a711c7e771a41b32708145ed5db6aa1236e93b3b
P. palmivora,AF467094.1,837,532ee8083ada1977aef54582b4588f381cba4eca3446be1aeb0861bb5f6e88bb
P. palmivora,AJ517462.1,785,025a9197ae83b44e75e7b6f77260f9697cf95172ca55f81cf6b857be16e26b86
P. palmivora,AJ517463.1,785,0e1f1bf3714040b7982a3e36af8a45db4a23ca4284efe1eff89f72e0effc1a72
P. palmivora,AJ517464.1,786,23480536e1dc97fa14c215288cbc0ea5566e2d3e186a74f6ca1fdf31d462c496
P. palmivora,AJ517465.1,785,3c87fe2237d8176206e3940edf9049277bd7b319a87cf83b32d3e5a6bb1e9e18
P. palmivora,AM422704.1,898,1dc1e9760db6023096ef9cfb2b352ff0f54018eca4c6c169f06b5f1f36dd449a
P. palmivora,AY208126.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,AY208127.2,786,c2b04a0ee9aa9042c5e21f987dc1dd3478d7a79a71832d95b3cf3690a32a26d7
P. palmivora,AY251647.1,785,9e3b980f13badca81ee2d6790fb6dfc25bd49c20a3aa3ce9c4de56ce5a479960
P. palmivora,AY251648.1,785,cd49f70785ddcab00c6d238ad88736dbe5327f78bba8a162cf7e32d773d053bd
P. palmivora,AY423300.1,760,d935828b1d93b602abc1534a30e661e44d2b1da301f1d69ea450b5d659332d95
P. palmivora,AY742734.1,786,c2b04a0ee9aa9042c5e21f987dc1dd3478d7a79a71832d95b3cf3690a32a26d7
P. palmivora,AY742745.1,1805,519c40875b72651356e0415be88a049498cde9cfd0e945dd82e5b29dce88c2ad
P. palmivora,AY744948.1,1805,77ee02b2501e991e4f5c9784252eae4a771643f6197d578c9e2a675618538dc1
P. palmivora,AY744949.1,786,c2b04a0ee9aa9042c5e21f987dc1dd3478d7a79a71832d95b3cf3690a32a26d7
P. palmivora,AY745750.1,657,fbef8dbae7360c3ca333547d90eba2cf83fb0ca2a6cf06e5873d183cdfeda6d9
P. palmivora,AY745751.1,791,0e716d925f8dd79420747bf7c72b4f3dda57a086d27df1621eb402c5ce3bc97c
P. palmivora,AY878546.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,DQ087415.1,684,4b549822eaf4ba06a5736d18530faff0d8b1cca9bd32709fe5073043126efce4
P. palmivora,DQ182740.1,787,d4ea0cb7663a203fd8c1905fa9b33135535ff801de3d938ebc3b217f48b6fc9a
P. palmivora,DQ182741.1,787,d4ea0cb7663a203fd8c1905fa9b33135535ff801de3d938ebc3b217f48b6fc9a
P. palmivora,DQ182742.1,787,ac73727c46f739cae91eb2bd8c319c5825375404d31351743ab27a3e8dfa1f55
P. palmivora,DQ182743.1,787,ac73727c46f739cae91eb2bd8c319c5825375404d31351743ab27a3e8dfa1f55
P. palmivora,DQ182744.1,787,d4ea0cb7663a203fd8c1905fa9b33135535ff801de3d938ebc3b217f48b6fc9a
P. palmivora,DQ182745.1,787,d4ea0cb7663a203fd8c1905fa9b33135535ff801de3d938ebc3b217f48b6fc9a
P. palmivora,DQ182746.1,787,ac73727c46f739cae91eb2bd8c319c5825375404d31351743ab27a3e8dfa1f55
P. palmivora,DQ182747.1,787,d4ea0cb7663a203fd8c1905fa9b33135535ff801de3d938ebc3b217f48b6fc9a
P. palmivora,DQ182748.1,787,d4ea0cb7663a203fd8c1905fa9b33135535ff801de3d938ebc3b217f48b6fc9a
P. palmivora,DQ182749.1,786,33e817a9bc9be4080277280db578f0be977319af7a6a9bdf6c3b07231e848589
P. palmivora,DQ182750.1,786,33e817a9bc9be4080277280db578f0be977319af7a6a9bdf6c3b07231e848589
P. palmivora,DQ182751.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,DQ538511.1,813,9235ce014e9805863af506af4608c78a7af7510be4ef2a82bf9b7cddc4707a6f
P. palmivora,DQ538512.1,829,fc6689f218428a8b05e88c5852142984b92c2703b0f5732631eb5fcf679c0e02
P. palmivora,DQ910798.1,663,e510ce5d169c7a0a290e74c89b6866d2d2aae44c730efaa94097c8c1b60fb9e1
P. palmivora,DQ987915.1,796,911e8b6b77fa7038fb7f4239a1ea7ad9775d6c2d8c52ea1cd26ecbc30ea0dd25
P. palmivora,DQ987916.1,796,911e8b6b77fa7038fb7f4239a1ea7ad9775d6c2d8c52ea1cd26ecbc30ea0dd25
P. palmivora,DQ987917.1,796,911e8b6b77fa7038fb7f4239a1ea7ad9775d6c2d8c52ea1cd26ecbc30ea0dd25
P. palmivora,DQ987918.1,796,911e8b6b77fa7038fb7f4239a1ea7ad9775d6c2d8c52ea1cd26ecbc30ea0dd25
P. palmivora,DQ987919.1,796,911e8b6b77fa7038fb7f4239a1ea7ad9775d6c2d8c52ea1cd26ecbc30ea0dd25
P. palmivora,DQ987920.1,796,911e8b6b77fa7038fb7f4239a1ea7ad9775d6c2d8c52ea1cd26ecbc30ea0dd25
P. palmivora,DQ987921.1,796,911e8b6b77fa7038fb7f4239a1ea7ad9775d6c2d8c52ea1cd26ecbc30ea0dd25
P. palmivora,DQ987922.1,796,911e8b6b77fa7038fb7f4239a1ea7ad9775d6c2d8c52ea1cd26ecbc30ea0dd25
P. palmivora,EU080343.1,1339,f77a40339e9756fceb7333bbb3c18b58bb713e2ce2de99b95864242eacf20a10
P. palmivora,EU080469.1,1339,c9ac1e50447d1f387ee57ee06553b6c1f345b9efac6533da5b16b43ff131c8d0
P. palmivora,EU194438.1,866,547b43beb3486098a12bea09f5a3613f7ee38059105363939bd476271fe7c76d
P. palmivora,EU515173.1,897,82f212e535139e9037dc93897364388d9966f9ff1b83899864d592a33c84db22
P. palmivora,EU831280.1,780,a18dbadcc149cb661a82cac11497f6116cd48584b9b5f2155240965b64648e60
P. palmivora,FJ527821.1,1028,ff7edec128a6e59c0d543b3d27126b2123d1a22be4d360642d46ea720ca8706c
P. palmivora,FJ666090.1,853,340ef84fd31cb90812f7285cfdfcd6d2fd05415386907fd33b8685c953b828b2
P. palmivora,FJ746671.1,794,07dcf2ce20f867074ee096236728c0d598bedaa803a8c86966a8fa596a2b2173
P. palmivora,FJ746672.1,794,e7eee5ca94a0a2eae399924ab151ef465f4e8a4e53b9646e85e0007b3b162689
P. palmivora,FJ801242.1,786,f8fe5067ec938d951b2a8b86f7c5fb52dfe8f4e267943e1137b3720ffefe83b9
P. palmivora,FJ801246.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,FJ801249.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,FJ801252.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,FJ801259.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,FJ801316.1,786,19cb8f33cb5eaff7b8cdc243d8232e8f1d2dd97102116f332cdb0fdb7628d2fc
P. palmivora,FJ801432.1,786,148c950447abbbe1117d627b06f2b91b283eba5866bd543b496e38fc7171feed
P. palmivora,FJ801433.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,FJ801434.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,FJ801519.1,787,8e1688b0e8dd29514fda6c840b79b1f7abd8caf776ae3f9fa49b5cd901c42b06
P. palmivora,FJ801520.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,FJ801544.1,789,816560cb2c3d3de85d484ec4ffa41a9b3d5c6fdf9e38bb5b51251d00f0e4c010
P. palmivora,FJ801548.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,FJ801576.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,FJ801578.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,FJ801628.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,FJ801642.1,786,23b95e5817847888969803721369b6f347ff6f8060bbcb57925a4116753b6aa9
P. palmivora,FJ801918.1,787,d4ea0cb7663a203fd8c1905fa9b33135535ff801de3d938ebc3b217f48b6fc9a
P. palmivora,FJ801921.1,790,e4c4d66f7342b84346e9c6388bab37f135d9fef418ebe5c7900b52e07365023d
P. palmivora,FJ801962.1,787,3780ca7a66e6d244e33ec455b23d70e9a2276a98dae3f8ebe2bec5bf45b106e6
P. palmivora,FJ801974.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,FJ802105.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,FJ865408.1,870,557b27c685e61728b8fd12b8844f389b949b5fdc413cb91153b12e7a5b1dae21
P. palmivora,GQ131800.1,899,f9c198775bec89baefe48c458f299e9804104fe3f44122d84c27460911dbf598
P. palmivora,GQ398157.1,879,79955c49c43ad000147ff084d604845b253580751c0868eb867358ccd13a4a50
P. palmivora,GQ924478.1,866,2a5d564fe696c4306a61693d910686cba92f637433aabb17e2c444872d2820f7
P. palmivora,GU073390.1,764,4e56baef084d43a022e05e747db31b01e1534554e7eda59a7ba52679f9f3fd50
P. palmivora,GU073391.1,765,6d1902d25daa18416fc4eb3fc818ef9cb5ffd3dea2395511a33c22a3bfb11f03
P. palmivora,GU073393.1,738,6409b266cfef2beeab92181c3e9e25aa12ca35918b64e6b66e4ccf47cd93375d
P. palmivora,GU111646.1,887,356431f231471bf3aa904ba21da04859a9b99a178eece99ca7f02137677b96d3
P. palmivora,GU111647.1,888,33051a2587a83ce965f6d355d4957eb33a1eeef09d1975271459b53791385a15
P. palmivora,GU111648.1,888,2da29317e2396ab379b05c98f33bbe76a88f89f1b14ef853d42f94107dde276d
P. palmivora,GU111649.1,901,cf2d680588a03aca87aa140c94dc41b6a8cb19ec975fa8f0c18a2c9709b98f4f
P. palmivora,GU111650.1,887,f45c630b6943fb321ed3fbdf5884e0bc8c7307d0e7f456e191f26c005e006703
P. palmivora,GU111651.1,889,e3fdc1bb0203674e30e042c12cdabc9079a22d3ebfa1e5f062d9a8101d5f4302
P. palmivora,GU111652.1,901,35d0a7c074137653358849cb341caf32d1466868224e3c96aa2e5b7741a24686
P. palmivora,GU111653.1,896,9a467d2a1b05ea47596f17506dbebf0162cc6db868fe674f449f1dab094a485a
P. palmivora,GU111654.1,902,1797d63332cf2d918d7d36f7fe1956446876c21e0248783a64f6bba180f5b48c
P. palmivora,GU111655.1,902,e7b2840372e1cd5e4f4af69897bdac723159badddb922b96212d661c1a12b72a
P. palmivora,GU111656.1,902,c00a7b10b0590a78e728fcd3ac2b7ebb7a01a6da42ba60362db5ffd688244c34
P. palmivora,GU111657.1,902,e7b2840372e1cd5e4f4af69897bdac723159badddb922b96212d661c1a12b72a
P. palmivora,GU111658.1,901,cf2d680588a03aca87aa140c94dc41b6a8cb19ec975fa8f0c18a2c9709b98f4f
P. palmivora,GU111659.1,902,2cab23496fd3e7fdc9317926d1045167384bc990b20a27c85a206fa341b54d9f
P. palmivora,GU111660.1,901,a6a8548c5d8af820b5ab3a71b8e29b51642315431d7d800e1e188c80eff7ef77
P. palmivora,GU111661.1,902,2cab23496fd3e7fdc9317926d1045167384bc990b20a27c85a206fa341b54d9f
P. palmivora,GU111662.1,902,2cab23496fd3e7fdc9317926d1045167384bc990b20a27c85a206fa341b54d9f
P. palmivora,GU111663.1,898,1f4c07a1ccf26fd5f209beb13846e61bccf5f0c66897bcf97d1494c3ddbd0ec8
P. palmivora,GU111664.1,902,2cab23496fd3e7fdc9317926d1045167384bc990b20a27c85a206fa341b54d9f
P. palmivora,GU258599.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,GU258851.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,GU258861.1,787,8e1688b0e8dd29514fda6c840b79b1f7abd8caf776ae3f9fa49b5cd901c42b06
P. palmivora,GU258862.1,787,0111e49de79b5eea7a4762cfaaac3b19f71bcdda6f37d813ca15eedc1f6be8c4
P. palmivora,GU258863.1,786,ca59d47abccfe7fbefe917a80a477b2e29216c4a75590c039f8fec9d5498ce1e
P. palmivora,GU258864.1,785,82b2b9b883748c94659c0f0891715f816dfa5ba00492289546c1080830e94cfa
P. palmivora,GU258865.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,GU258866.1,785,7027a875b30d00aa4d536eedc7ed56b6e8b6b4fb291eef9029f0859d9e490ca3
P. palmivora,GU258942.1,783,a620d88cacea1d7f99b14a43b10274430b73b796039f70d7a8c833e3a7702b6f
P. palmivora,GU258944.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,GU258946.1,788,237f3c66cc6564748f81cd6794d1696624226458be5fd3d18f711eacddac9f04
P. palmivora,GU258947.1,783,52623ae234907c60215fad9961bf381184995f520ac939fcd457a48251d5ca1a
P. palmivora,GU258948.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,GU258950.1,786,2df5ab567ae03171f43ed1df3b6384404303d7acb6a021c177e015f29e27af85
P. palmivora,GU259018.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,GU259121.1,786,3c499091cdb20d6c9e24005c30709254003a9ae486c002844557f17ab3199ec5
P. palmivora,GU259165.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,GU259334.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,GU259469.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,GU992938.1,820,d4c66edc13ddfdd66178f707cbd73e84e0874bd6739cd29012daca752abd7a77
P. palmivora,GU993909.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,HM182101.1,819,dd1f1c032721a080cf3d1fbe1b15b70020a10306bfb9ddbcfbecfd7308428a88
P. palmivora,HM582093.1,787,e84f5273cf938a85d31d5d0e8ef1c89b0f97c1db1dbd487824964f140748c2a1
P. palmivora,HM582094.1,787,e84f5273cf938a85d31d5d0e8ef1c89b0f97c1db1dbd487824964f140748c2a1
P. palmivora,HM582095.1,787,e84f5273cf938a85d31d5d0e8ef1c89b0f97c1db1dbd487824964f140748c2a1
P. palmivora,HM582096.1,787,e84f5273cf938a85d31d5d0e8ef1c89b0f97c1db1dbd487824964f140748c2a1
P. palmivora,HQ013213.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,HQ237477.1,875,0739532d6c00717eb428b4d1c40cacc8713c5d2e397c88251316388e860b1446
P. palmivora,HQ237478.1,875,0739532d6c00717eb428b4d1c40cacc8713c5d2e397c88251316388e860b1446
P. palmivora,HQ237479.1,876,66af0aaefd434d791826d51d8aa72b01a8bbaf661c7366769f5b54d3f210c21d
P. palmivora,HQ237480.1,875,1f239b7c685980cc11560f3b5a3ddbe7e870ec5869fd9fb162e27c2d2d57da64
P. palmivora,HQ237481.1,875,0739532d6c00717eb428b4d1c40cacc8713c5d2e397c88251316388e860b1446
P. palmivora,HQ261380.1,680,b3ced1d456c3232ed1174e2f8b36be008c41e5ec01f3caf0636dd8c8750060a1
P. palmivora,HQ261381.1,680,b3ced1d456c3232ed1174e2f8b36be008c41e5ec01f3caf0636dd8c8750060a1
P. palmivora,HQ261382.1,680,b3ced1d456c3232ed1174e2f8b36be008c41e5ec01f3caf0636dd8c8750060a1
P. palmivora,HQ261383.1,680,b3ced1d456c3232ed1174e2f8b36be008c41e5ec01f3caf0636dd8c8750060a1
P. palmivora,HQ261633.1,787,e68645e4e5075d7e13d6b6ae4317f13ad207fc8c483c385bf643683ff9e8f232
P. palmivora,HQ261634.1,785,0e1f1bf3714040b7982a3e36af8a45db4a23ca4284efe1eff89f72e0effc1a72
P. palmivora,HQ261635.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,HQ261636.1,708,89066856f648d5a400875d4e1f9d406062f2da1d427a115ce825c563ea7c5c11
P. palmivora,HQ446453.1,644,1ff35ad0813fdae4944b65aa6fc7458997b30c2d8ad87ebd94126fcbffe7f40a
P. palmivora,HQ596556.1,787,0812daae5e553f5314b23f121f9030905a32c10f00ca5e8dc998f973d2c78fc7
P. palmivora,HQ596558.1,821,b464213fd165c6d127badd612a4c142674d5fa3c495aaa36d610e82df806412e
P. palmivora,HQ643305.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,HQ643306.1,786,897efebc851a61909e8ad0fd128bd4a320f9184d7461463035f6debec651dc0f
P. palmivora,HQ643307.1,786,cfca8f7401ebed3ec7fb8280b441d408c0355421701ea99c18884e4ddae32d79
P. palmivora,HQ643308.1,777,adb97338054f28ffb2b8909961ea78f3d63932610226d27268a517db4972c9ed
P. palmivora,HQ659668.1,887,72b46bfa2007b9b3cef55d16f89dc19d89c73bfe1d1bf0acbc8fd7e5a37f098f
P. palmivora,HQ665195.1,1338,165a543a6cc291ec94bcac863c68a1026a863c416ddf20616689d327412ccf0e
P. palmivora,HQ708355.1,664,6b1f0844b0b20d5da744b9de13551e3702a519c9f609d7b66bf47f835fbd8dec
P. palmivora,HQ708356.1,680,ff01dce69e6b4300e6cb4aefd4dfb824222f97d71ebe2cf23442a4266e8f21c3
P. palmivora,HQ708357.1,680,b3ced1d456c3232ed1174e2f8b36be008c41e5ec01f3caf0636dd8c8750060a1
P. palmivora,HQ708358.1,498,501a301a8a2f47fc06fb4e2c66fa9353271678c8bd83e0ddd277c329a908503e
P. palmivora,JF278081.1,822,236df6b0b4c171d97bdbdf5378eebcc17ff5beba043b097740e184fffac75128
P. palmivora,JF777117.1,787,d4ea0cb7663a203fd8c1905fa9b33135535ff801de3d938ebc3b217f48b6fc9a
P. palmivora,JF792543.1,799,c880d044a3c9b393233fc87a3482a2f4d8aa570748b24566a0b4e39f4ded79d8
P. palmivora,JF792544.1,799,fbf9a6a750d12f3c9a5889f449402f92c75f24d1392e66bcb1088e389b665f7a
P. palmivora,JF792545.1,798,a74ea40965e4fbd5a90fd8ffba345c18ad88a642fc26422afbdc3ff20320999f
P. palmivora,JF792546.1,799,fbf9a6a750d12f3c9a5889f449402f92c75f24d1392e66bcb1088e389b665f7a
P. palmivora,JF792547.1,906,0fb4cd33d6c47ce457f490822e1c77e3b49f7e7c9d38a3c36ec2ce2ebf545c48
P. palmivora,JF792548.1,904,9d99f23b0a9bb907adde9f7a55c1a731617910c271cba0fcca5e3f2eab74fe60
P. palmivora,JF799875.1,870,915716679d947a67d2bab907d962d55cbea07b01cf68e8521beed0f89697a356
P. palmivora,JN559844.1,652,285b69cca723a0fb64d93cf2db6b8bb40b03ed466054ad7a91ca60d473d9daa4
P. palmivora,JN559847.1,874,9db4c30f9022eae4e3fe6df466d0d32d9b19c77b57355669d2810b4afc232beb
P. palmivora,JN592513.1,786,a4a48c2b82baf86a7ab35b7a478416168606f61b2dbbe27411fc14230f5cffab
P. palmivora,JN592514.1,785,86f51837ce4c72846cf9c0e2b47967b18fbb13547add3f81e26a21bc326b5b1a
P. palmivora,JN618699.1,825,03334315d0d3470d5f466e3f903a021a9b7e709f830417ea80c911cf4c337d86
P. palmivora,JN618704.1,777,61c0c171b32727d314f4ab94da6aa87f0ec08ab2cc0d8564c188c9c7dd0c7ca4
P. palmivora,JN618795.1,785,96dc962f4fb3e07824ee6812f6d18f00ecee1ef2f3fdd8587b52a3c12ffe749b
P. palmivora,JN618815.1,777,61c0c171b32727d314f4ab94da6aa87f0ec08ab2cc0d8564c188c9c7dd0c7ca4
P. palmivora,JN635074.1,1704,02b7cd894f6110df67dd36178f8947603edf2929b3af3ac6c9a6f6154b5fb3b5
P. palmivora,JN635101.1,1703,33b0ba8b580a309c0b6f94cb137c3984d13201dbf41fe03fe24e76767e65bf2b
P. palmivora,JN635152.1,1703,fd475aa31f690a154ff071322222bbc4bbde76e6c1abf54c68e1552ccc424718
P. palmivora,JN635186.1,1703,2a4fb4a80c5498bcb006ffac67329856e903a71d07bc0bff5f1ca9b6f4faa7cb
P. palmivora,JN635188.1,1703,2a4fb4a80c5498bcb006ffac67329856e903a71d07bc0bff5f1ca9b6f4faa7cb
P. palmivora,JQ354937.1,585,172c8a957c3acd1f37d0f7d64303300e2986792bfd21f9433bf8c415cd7a7a43
P. palmivora,JQ446449.1,767,9d4ae760039eb84d59b6f9c44134349c3484fc270306da9a34dac80ffc781901
P. palmivora,JQ743200.1,777,ee214e84f294d4402ea7cd5da6434f7762a86f5981e22717419d6a95c72c344a
P. palmivora,JQ743201.1,779,add7eddd278293fc421bcffeb6fadc8bb5ac02469cc748760909621db366aaad
P. palmivora,JQ743202.1,777,7f5a0111b7022b2af457ad86481f6e81a8e482b4e8baed0573390463bc965376
P. palmivora,JX155789.1,785,6c012556f7914a3b57e4f18c7e918b2d1c6668c1c9c0d6c2840aa598ce172ead
P. palmivora,JX155790.1,880,de1c74ae94a6e39c14b97f88f3f72f76e7fac93b32d4e7c8e9e0347240513e4a
P. palmivora,JX155791.1,809,0ce013c56e7b6db6033807ae3b71dbeea066c938485ad9144481d02bf193347a
P. palmivora,JX155792.1,763,9f899c68b24e189c6fbd0f548b30f51086395f312e3135dcd2d440388073eb06
P. palmivora,JX155794.1,762,9a99ea0cd07ae67c30bb213d6e7d6a4f2a38db60dc0cbda74dcc58afc921b1b1
P. palmivora,JX155795.1,845,02f663a44ffa0023a82615b3706ae39c441ef435ef23b91bbbd8aa8ed5e89f23
P. palmivora,JX155796.1,440,93ca0fd55fee830024034239d3966113a3bf6ee1e3f38aef439a565653bc29e3
P. palmivora,JX198553.1,764,43a93ce80eabf5dc9108aefc51595ead7303c6fb33f970f69a4ffd3a91d65702
P. palmivora,JX198555.1,766,c7c00b9153c553970325b5fc671eaf71e52b1ba34aa12c147e2d7587531276b1
P. palmivora,JX198558.1,750,1589c80af663b0173521d234999cdacc4343087d609b343088d41f13b4d2bbd7
P. palmivora,JX198559.1,814,5ab0cccebeea9368ce35f7cea3025a9d851e1047ec1db75f45412f448d559861
P. palmivora,JX198560.1,820,c67faeca12418cda312e88e22e999a8d32532e691d4953a4979d97d12a8a13d1
P. palmivora,JX198562.1,854,80007fffc9d2456660c521961eb52a5c63395b2e270d241019451aee4ad79459
P. palmivora,JX315267.1,825,dc6cbf73d93785e800b2df93d3a299a4b45faab1dd9343a718f638c2552aa17a
P. palmivora,JX315268.1,825,dc6cbf73d93785e800b2df93d3a299a4b45faab1dd9343a718f638c2552aa17a
P. palmivora,JX315269.1,825,dc6cbf73d93785e800b2df93d3a299a4b45faab1dd9343a718f638c2552aa17a
P. palmivora,JX315270.1,825,dc6cbf73d93785e800b2df93d3a299a4b45faab1dd9343a718f638c2552aa17a
P. palmivora,JX315271.1,825,dc6cbf73d93785e800b2df93d3a299a4b45faab1dd9343a718f638c2552aa17a
P. palmivora,JX863409.1,1019,8b0f41b6db828abfd308162b15ff8bba4cf4768894ba7a93efb7aaf5a9b03bbe
P. palmivora,JX965378.1,806,41e2c19b463104c6600afaebfa6d7a45b73e9e227cdb37fc2a5d57f29e681fc4
P. palmivora,JX979198.1,753,44edb40d5f4fa89b5f70f9813e75c0db18895a8a529f63265691c2b263e87ae7
P. palmivora,JX979199.1,789,3d7a40bbee404db5d97bc96c8e740ef8e10d1b80f66c9fe7f19a701ce88a58b6
P. palmivora,JX979200.1,753,9b11d66ea47466517d0f2fb02ed1784c5137cc66e11ebc228d9cfaf222fe02b8
P. palmivora,JX979201.1,776,6aa3582eb86d9e0cceb4fa84d37b4df77e0a7ab7b9901729edc4f95e42d794f0
P. palmivora,JX979202.1,769,b3659153fea5fde85d23662e82e02559656ef9c21afb5e5551f7cda44305fae7
P. palmivora,JX979203.1,769,0d9d70bf16d347002ebe9ffcd9971e4c536b23b1d00a06f83cbb28f8cb83b32c
